"date","city","city_type","pm25","pm10","o3","no2","so2","co"
"2015/6/15","Busan","Coastal",113,58,64,33,13,5
"2015/6/16","Busan","Coastal",122,79,64,38,20,6
"2015/6/17","Busan","Coastal",164,55,61,32,17,5
"2015/6/18","Busan","Coastal",130,50,46,22,10,4
"2015/6/19","Busan","Coastal",110,39,41,21,17,5
"2015/6/20","Busan","Coastal",73,50,54,42,26,6
"2015/6/21","Busan","Coastal",107,50,67,33,21,5
"2015/6/22","Busan","Coastal",120,56,42,48,15,6
"2015/6/23","Busan","Coastal",138,54,87,49,21,7
"2015/6/24","Busan","Coastal",135,62,53,40,18,7
"2015/6/25","Busan","Coastal",141,49,40,31,15,5
"2015/6/26","Busan","Coastal",110,40,36,33,12,7
"2015/6/27","Busan","Coastal",83,38,39,41,22,5
"2015/6/28","Busan","Coastal",78,40,33,23,16,5
"2015/6/29","Busan","Coastal",81,45,36,42,24,5
"2015/6/30","Busan","Coastal",90,45,34,44,26,5
"2015/7/1","Busan","Coastal",100,41,62,36,14,6
"2015/1/4","Busan","Coastal",89,60,NA,55,22,45
"2015/1/5","Busan","Coastal",113,97,NA,66,46,37
"2015/1/6","Busan","Coastal",153,50,NA,29,18,8
"2015/1/7","Busan","Coastal",101,37,NA,73,36,38
"2015/1/8","Busan","Coastal",85,64,NA,81,40,41
"2015/1/9","Busan","Coastal",108,67,29,40,35,7
"2015/1/10","Busan","Coastal",114,70,29,37,18,10
"2015/1/11","Busan","Coastal",122,70,33,45,15,9
"2015/1/12","Busan","Coastal",126,67,28,45,14,9
"2015/1/13","Busan","Coastal",114,68,27,47,24,11
"2015/1/14","Busan","Coastal",105,69,22,54,17,12
"2015/1/15","Busan","Coastal",121,57,28,33,15,11
"2015/1/16","Busan","Coastal",101,86,37,38,24,14
"2015/1/17","Busan","Coastal",145,54,33,35,15,7
"2015/1/18","Busan","Coastal",103,36,37,56,12,8
"2015/1/19","Busan","Coastal",68,80,35,38,17,9
"2015/1/20","Busan","Coastal",217,77,31,39,19,11
"2015/1/21","Busan","Coastal",133,79,22,48,20,13
"2015/1/22","Busan","Coastal",145,55,29,27,18,8
"2015/1/23","Busan","Coastal",96,62,32,31,16,9
"2015/1/24","Busan","Coastal",112,76,28,35,16,11
"2015/1/25","Busan","Coastal",134,74,31,44,28,12
"2015/1/26","Busan","Coastal",140,67,20,41,19,11
"2015/1/27","Busan","Coastal",126,65,31,28,17,9
"2015/1/28","Busan","Coastal",121,46,27,27,13,7
"2015/1/29","Busan","Coastal",78,42,28,26,19,12
"2015/1/30","Busan","Coastal",76,48,33,24,20,10
"2015/1/31","Busan","Coastal",96,44,28,49,13,7
"2015/2/1","Busan","Coastal",88,51,28,40,14,9
"2015/2/2","Busan","Coastal",96,61,33,45,19,11
"2015/2/3","Busan","Coastal",110,61,34,44,20,11
"2015/2/4","Busan","Coastal",108,68,33,37,20,9
"2015/2/5","Busan","Coastal",144,74,40,29,22,13
"2015/2/6","Busan","Coastal",155,64,35,48,18,8
"2015/2/7","Busan","Coastal",126,63,32,48,20,10
"2015/2/8","Busan","Coastal",121,61,37,32,17,5
"2015/2/9","Busan","Coastal",95,42,30,22,11,5
"2015/2/10","Busan","Coastal",67,72,34,45,22,8
"2015/2/11","Busan","Coastal",127,79,43,41,29,10
"2015/2/12","Busan","Coastal",153,69,39,32,27,10
"2015/2/13","Busan","Coastal",121,44,31,24,19,9
"2015/2/14","Busan","Coastal",74,60,36,34,21,8
"2015/2/15","Busan","Coastal",99,91,51,49,34,16
"2015/2/16","Busan","Coastal",161,65,48,32,28,7
"2015/2/17","Busan","Coastal",123,68,36,25,19,8
"2015/2/18","Busan","Coastal",116,62,39,19,10,9
"2015/2/19","Busan","Coastal",136,56,38,22,15,8
"2015/2/20","Busan","Coastal",119,42,38,29,18,7
"2015/2/21","Busan","Coastal",85,46,32,36,19,7
"2015/2/22","Busan","Coastal",77,65,36,30,22,7
"2015/2/23","Busan","Coastal",83,142,34,31,14,7
"2015/2/24","Busan","Coastal",141,108,27,39,14,8
"2015/2/25","Busan","Coastal",123,93,39,44,20,7
"2015/2/26","Busan","Coastal",111,80,38,36,15,6
"2015/2/27","Busan","Coastal",146,46,33,23,15,5
"2015/2/28","Busan","Coastal",77,59,35,26,18,5
"2015/3/1","Busan","Coastal",85,39,37,18,9,5
"2015/3/2","Busan","Coastal",80,79,32,33,14,6
"2015/3/3","Busan","Coastal",95,56,34,47,14,8
"2015/3/4","Busan","Coastal",128,51,34,18,11,7
"2015/3/5","Busan","Coastal",80,57,37,28,15,7
"2015/3/6","Busan","Coastal",95,55,37,29,20,7
"2015/3/7","Busan","Coastal",87,55,42,42,22,7
"2015/3/8","Busan","Coastal",96,53,45,32,22,6
"2015/3/9","Busan","Coastal",89,56,52,23,18,6
"2015/3/10","Busan","Coastal",89,47,35,15,11,4
"2015/3/11","Busan","Coastal",69,59,40,21,14,10
"2015/3/12","Busan","Coastal",90,64,41,23,15,5
"2015/3/13","Busan","Coastal",97,76,57,29,20,7
"2015/3/14","Busan","Coastal",139,63,47,41,17,8
"2015/3/15","Busan","Coastal",118,59,46,47,22,8
"2015/3/16","Busan","Coastal",104,82,47,62,36,12
"2015/3/17","Busan","Coastal",144,92,40,69,29,12
"2015/3/18","Busan","Coastal",144,52,45,41,21,7
"2015/3/19","Busan","Coastal",102,49,47,35,19,7
"2015/3/20","Busan","Coastal",90,79,46,44,59,8
"2015/3/21","Busan","Coastal",142,86,54,52,26,10
"2015/3/22","Busan","Coastal",147,103,82,38,23,9
"2015/3/23","Busan","Coastal",234,55,37,23,12,6
"2015/3/24","Busan","Coastal",71,60,44,39,15,6
"2015/3/25","Busan","Coastal",81,66,54,49,20,6
"2015/3/26","Busan","Coastal",106,64,54,45,21,7
"2015/3/27","Busan","Coastal",117,71,64,51,24,10
"2015/3/28","Busan","Coastal",128,61,47,44,31,9
"2015/3/29","Busan","Coastal",107,53,51,34,35,7
"2015/3/30","Busan","Coastal",86,74,60,50,32,7
"2015/3/31","Busan","Coastal",124,80,69,53,27,7
"2015/4/1","Busan","Coastal",148,54,41,39,22,7
"2026/1/1","Busan","Coastal",NA,11,36,9,5,3
"2025/1/1","Busan","Coastal",NA,28,34,23,5,5
"2020/4/1","Busan","Coastal",NA,41,50,36,4,4
"2020/1/1","Busan","Coastal",NA,27,27,21,6,5
"2019/6/21","Busan","Coastal",NA,65,48,47,13,5
"2019/1/1","Busan","Coastal",NA,33,31,22,5,4
"2019/3/28","Busan","Coastal",NA,55,40,31,6,4
"2018/12/27","Busan","Coastal",NA,31,31,26,6,3
"2017/7/30","Busan","Coastal",NA,32,40,17,13,2
"2017/8/7","Busan","Coastal",NA,28,32,38,10,4
"2017/8/27","Busan","Coastal",NA,33,42,35,8,4
"2017/9/23","Busan","Coastal",NA,58,48,69,12,7
"2017/9/26","Busan","Coastal",NA,57,58,48,8,4
"2016/1/4","Busan","Coastal",NA,78,39,61,15,14
"2015/12/14","Busan","Coastal",NA,40,22,61,10,9
"2015/1/3","Busan","Coastal",NA,47,NA,45,31,11
"2014/10/2","Busan","Coastal",NA,47,58,43,16,6
"2014/10/3","Busan","Coastal",NA,50,65,34,13,6
"2014/10/4","Busan","Coastal",NA,55,39,22,11,4
"2014/10/5","Busan","Coastal",NA,44,41,24,10,3
"2014/10/6","Busan","Coastal",NA,38,40,35,9,3
"2014/10/7","Busan","Coastal",NA,40,43,36,14,5
"2014/10/8","Busan","Coastal",NA,49,39,44,19,5
"2014/10/9","Busan","Coastal",NA,46,40,32,17,5
"2014/10/10","Busan","Coastal",NA,42,41,37,20,5
"2014/10/11","Busan","Coastal",NA,48,43,24,14,4
"2014/10/12","Busan","Coastal",NA,53,35,22,13,4
"2014/10/13","Busan","Coastal",NA,49,45,18,11,4
"2014/10/14","Busan","Coastal",NA,34,33,42,15,5
"2014/10/15","Busan","Coastal",NA,44,48,41,16,6
"2014/10/16","Busan","Coastal",NA,46,47,49,13,6
"2014/10/17","Busan","Coastal",NA,60,44,76,13,7
"2014/10/18","Busan","Coastal",NA,52,50,73,23,7
"2014/10/19","Busan","Coastal",NA,57,59,65,23,7
"2014/10/20","Busan","Coastal",NA,53,38,50,16,7
"2014/10/21","Busan","Coastal",NA,59,35,35,19,6
"2014/10/22","Busan","Coastal",NA,47,41,29,10,4
"2014/10/23","Busan","Coastal",NA,42,36,44,15,5
"2014/10/24","Busan","Coastal",NA,43,33,57,16,8
"2014/10/25","Busan","Coastal",NA,54,47,60,18,10
"2014/10/26","Busan","Coastal",NA,66,45,50,21,10
"2014/10/27","Busan","Coastal",NA,58,42,38,33,7
"2014/10/28","Busan","Coastal",NA,60,48,57,38,7
"2014/10/29","Busan","Coastal",NA,57,43,53,15,8
"2014/10/30","Busan","Coastal",NA,55,39,41,16,7
"2014/10/31","Busan","Coastal",NA,48,31,36,13,7
"2014/11/1","Busan","Coastal",NA,51,28,34,16,8
"2014/11/2","Busan","Coastal",NA,56,37,26,15,6
"2014/11/3","Busan","Coastal",NA,47,31,42,11,5
"2014/11/4","Busan","Coastal",NA,51,38,57,12,6
"2014/11/5","Busan","Coastal",NA,52,36,47,17,7
"2014/11/6","Busan","Coastal",NA,56,34,50,16,8
"2014/11/7","Busan","Coastal",NA,58,38,52,13,10
"2014/11/8","Busan","Coastal",NA,71,34,36,16,10
"2014/11/9","Busan","Coastal",NA,64,42,28,13,11
"2014/11/10","Busan","Coastal",NA,54,38,34,14,9
"2014/11/11","Busan","Coastal",NA,61,34,44,17,11
"2014/11/12","Busan","Coastal",NA,64,33,28,20,11
"2014/11/13","Busan","Coastal",NA,68,32,25,13,8
"2014/11/14","Busan","Coastal",NA,60,30,36,14,8
"2014/11/15","Busan","Coastal",NA,51,29,50,11,7
"2014/11/16","Busan","Coastal",NA,54,24,52,18,9
"2014/11/17","Busan","Coastal",NA,50,34,42,17,8
"2014/11/18","Busan","Coastal",NA,58,34,52,14,9
"2014/11/19","Busan","Coastal",NA,56,28,56,13,8
"2014/11/20","Busan","Coastal",NA,60,31,51,15,9
"2014/11/21","Busan","Coastal",NA,63,27,51,19,12
"2014/11/22","Busan","Coastal",NA,70,28,52,23,11
"2014/11/23","Busan","Coastal",NA,67,38,39,22,8
"2014/11/24","Busan","Coastal",NA,60,28,42,25,8
"2014/11/25","Busan","Coastal",NA,52,37,22,21,7
"2014/11/26","Busan","Coastal",NA,40,32,30,21,8
"2014/11/27","Busan","Coastal",NA,50,29,48,22,9
"2014/11/28","Busan","Coastal",NA,60,14,56,28,11
"2014/11/29","Busan","Coastal",NA,61,29,27,24,7
"2014/11/30","Busan","Coastal",NA,43,23,29,28,7
"2014/12/1","Busan","Coastal",NA,36,29,18,20,5
"2014/12/2","Busan","Coastal",NA,43,26,23,8,6
"2014/12/3","Busan","Coastal",NA,55,28,22,12,8
"2014/12/4","Busan","Coastal",NA,45,27,22,10,6
"2014/12/5","Busan","Coastal",NA,43,26,22,10,5
"2014/12/6","Busan","Coastal",NA,68,28,21,8,6
"2014/12/7","Busan","Coastal",NA,70,30,28,9,10
"2014/12/8","Busan","Coastal",NA,58,25,35,12,8
"2014/12/9","Busan","Coastal",NA,58,25,40,15,8
"2014/12/10","Busan","Coastal",NA,53,22,45,17,9
"2014/12/11","Busan","Coastal",NA,56,27,24,11,7
"2014/12/12","Busan","Coastal",NA,55,28,49,11,10
"2014/12/13","Busan","Coastal",NA,47,27,29,11,7
"2014/12/14","Busan","Coastal",NA,43,31,35,11,10
"2014/12/15","Busan","Coastal",NA,41,24,51,19,14
"2014/12/16","Busan","Coastal",NA,62,26,29,11,8
"2014/12/17","Busan","Coastal",NA,48,29,25,10,5
"2014/12/18","Busan","Coastal",NA,36,30,37,10,7
"2014/12/19","Busan","Coastal",NA,47,22,55,16,13
"2014/12/20","Busan","Coastal",NA,62,31,37,12,14
"2014/12/21","Busan","Coastal",NA,60,28,23,9,8
"2014/12/22","Busan","Coastal",NA,43,26,25,13,9
"2014/12/23","Busan","Coastal",NA,54,29,56,15,13
"2014/12/24","Busan","Coastal",NA,58,32,41,19,12
"2014/12/25","Busan","Coastal",NA,72,33,27,12,5
"2014/12/26","Busan","Coastal",NA,60,27,36,13,7
"2014/12/27","Busan","Coastal",NA,55,22,47,15,12
"2014/12/28","Busan","Coastal",NA,68,29,42,14,10
"2014/12/29","Busan","Coastal",NA,71,NA,NA,NA,NA
"2014/7/2","Busan","Coastal",NA,80,61,47,31,9
"2014/7/3","Busan","Coastal",NA,80,48,31,15,6
"2014/7/4","Busan","Coastal",NA,51,44,33,15,5
"2014/7/5","Busan","Coastal",NA,50,32,28,18,5
"2014/7/6","Busan","Coastal",NA,55,39,28,15,5
"2014/7/7","Busan","Coastal",NA,46,35,34,20,7
"2014/7/8","Busan","Coastal",NA,56,32,37,22,9
"2014/7/9","Busan","Coastal",NA,63,36,21,17,6
"2014/7/10","Busan","Coastal",NA,52,33,28,21,6
"2014/7/11","Busan","Coastal",NA,45,97,47,22,8
"2014/7/12","Busan","Coastal",NA,73,72,54,22,10
"2014/7/13","Busan","Coastal",NA,80,57,36,19,6
"2014/7/14","Busan","Coastal",NA,57,66,46,18,9
"2014/7/15","Busan","Coastal",NA,75,46,45,19,9
"2014/7/16","Busan","Coastal",NA,86,41,41,19,7
"2014/7/17","Busan","Coastal",NA,60,33,33,15,7
"2014/7/18","Busan","Coastal",NA,51,25,27,15,5
"2014/7/19","Busan","Coastal",NA,45,42,34,17,8
"2014/7/20","Busan","Coastal",NA,51,62,34,25,8
"2014/7/21","Busan","Coastal",NA,58,57,45,21,8
"2014/7/22","Busan","Coastal",NA,67,40,23,15,5
"2014/7/23","Busan","Coastal",NA,60,29,24,13,7
"2014/7/24","Busan","Coastal",NA,49,35,22,15,7
"2014/7/25","Busan","Coastal",NA,53,28,18,13,7
"2014/7/26","Busan","Coastal",NA,55,46,24,11,7
"2014/7/27","Busan","Coastal",NA,58,62,23,13,5
"2014/7/28","Busan","Coastal",NA,49,47,37,24,6
"2014/7/29","Busan","Coastal",NA,59,49,28,17,7
"2014/7/30","Busan","Coastal",NA,56,48,37,30,8
"2014/7/31","Busan","Coastal",NA,60,34,25,32,8
"2014/8/1","Busan","Coastal",NA,51,31,18,14,6
"2014/8/2","Busan","Coastal",NA,41,21,13,16,5
"2014/8/3","Busan","Coastal",NA,41,45,18,11,4
"2014/8/4","Busan","Coastal",NA,56,45,24,9,6
"2014/8/5","Busan","Coastal",NA,49,50,38,17,7
"2014/8/6","Busan","Coastal",NA,57,47,34,23,9
"2014/8/7","Busan","Coastal",NA,68,34,32,25,7
"2014/8/8","Busan","Coastal",NA,62,47,21,10,5
"2014/8/9","Busan","Coastal",NA,37,49,14,9,5
"2014/8/10","Busan","Coastal",NA,33,35,20,10,5
"2014/8/11","Busan","Coastal",NA,32,53,28,13,7
"2014/8/12","Busan","Coastal",NA,43,88,39,11,8
"2014/8/13","Busan","Coastal",NA,60,42,53,33,9
"2014/8/14","Busan","Coastal",NA,74,61,26,9,8
"2014/8/15","Busan","Coastal",NA,46,41,27,8,6
"2014/8/16","Busan","Coastal",NA,40,42,25,19,6
"2014/8/17","Busan","Coastal",NA,46,30,19,18,5
"2014/8/18","Busan","Coastal",NA,44,22,35,10,7
"2014/8/19","Busan","Coastal",NA,40,31,29,12,5
"2014/8/20","Busan","Coastal",NA,39,14,22,15,6
"2014/8/21","Busan","Coastal",NA,35,33,20,10,6
"2014/8/22","Busan","Coastal",NA,43,63,36,14,7
"2014/8/23","Busan","Coastal",NA,54,63,40,16,9
"2014/8/24","Busan","Coastal",NA,72,30,32,19,7
"2014/8/25","Busan","Coastal",NA,60,18,30,19,8
"2014/8/26","Busan","Coastal",NA,44,43,34,22,10
"2014/8/27","Busan","Coastal",NA,84,33,22,14,5
"2014/8/28","Busan","Coastal",NA,93,29,23,19,5
"2014/8/29","Busan","Coastal",NA,71,30,22,15,5
"2014/8/30","Busan","Coastal",NA,59,32,21,21,5
"2014/8/31","Busan","Coastal",NA,54,34,21,22,5
"2014/9/1","Busan","Coastal",NA,45,48,23,15,7
"2014/9/2","Busan","Coastal",NA,68,30,26,23,8
"2014/9/3","Busan","Coastal",NA,44,57,47,13,10
"2014/9/4","Busan","Coastal",NA,53,57,57,17,13
"2014/9/5","Busan","Coastal",NA,52,70,76,14,12
"2014/9/6","Busan","Coastal",NA,59,52,75,23,12
"2014/9/7","Busan","Coastal",NA,58,75,37,23,10
"2014/9/8","Busan","Coastal",NA,48,50,31,24,10
"2014/9/9","Busan","Coastal",NA,62,86,42,20,12
"2014/9/10","Busan","Coastal",NA,60,49,28,22,11
"2014/9/11","Busan","Coastal",NA,65,42,30,21,10
"2014/9/12","Busan","Coastal",NA,47,40,37,18,10
"2014/9/13","Busan","Coastal",NA,45,38,30,22,9
"2014/9/14","Busan","Coastal",NA,36,34,27,20,8
"2014/9/15","Busan","Coastal",NA,33,42,55,19,10
"2014/9/16","Busan","Coastal",NA,49,52,52,23,10
"2014/9/17","Busan","Coastal",NA,57,33,52,13,7
"2014/9/18","Busan","Coastal",NA,50,31,51,11,10
"2014/9/19","Busan","Coastal",NA,44,33,61,21,10
"2014/9/20","Busan","Coastal",NA,46,39,65,21,10
"2014/9/21","Busan","Coastal",NA,42,40,69,14,8
"2014/9/22","Busan","Coastal",NA,37,38,79,14,9
"2014/9/23","Busan","Coastal",NA,43,36,90,24,9
"2014/9/24","Busan","Coastal",NA,52,40,49,10,9
"2014/9/25","Busan","Coastal",NA,39,47,62,18,4
"2014/9/26","Busan","Coastal",NA,42,38,33,17,4
"2014/9/27","Busan","Coastal",NA,42,63,39,20,6
"2014/9/28","Busan","Coastal",NA,47,67,36,23,6
"2014/9/29","Busan","Coastal",NA,68,49,33,17,6
"2014/9/30","Busan","Coastal",NA,69,34,24,10,7
"2014/10/1","Busan","Coastal",NA,60,39,26,14,5
"2014/4/2","Busan","Coastal",NA,63,49,59,36,14
"2014/4/3","Busan","Coastal",NA,62,50,54,23,10
"2014/4/4","Busan","Coastal",NA,63,47,26,7,9
"2014/4/5","Busan","Coastal",NA,33,48,29,11,9
"2014/4/6","Busan","Coastal",NA,42,45,25,8,7
"2014/4/7","Busan","Coastal",NA,44,61,46,16,11
"2014/4/8","Busan","Coastal",NA,67,59,44,17,10
"2014/4/9","Busan","Coastal",NA,61,72,63,27,15
"2014/4/10","Busan","Coastal",NA,73,50,47,19,11
"2014/4/11","Busan","Coastal",NA,70,41,36,14,9
"2014/4/12","Busan","Coastal",NA,48,43,40,24,11
"2014/4/13","Busan","Coastal",NA,51,44,38,25,9
"2014/4/14","Busan","Coastal",NA,50,56,37,14,10
"2014/4/15","Busan","Coastal",NA,45,63,59,20,12
"2014/4/16","Busan","Coastal",NA,64,75,63,26,13
"2014/4/17","Busan","Coastal",NA,101,49,47,19,11
"2014/4/18","Busan","Coastal",NA,68,48,35,11,10
"2014/4/19","Busan","Coastal",NA,45,45,31,12,8
"2014/4/20","Busan","Coastal",NA,50,44,28,17,6
"2014/4/21","Busan","Coastal",NA,38,76,47,23,10
"2014/4/22","Busan","Coastal",NA,62,61,44,28,10
"2014/4/23","Busan","Coastal",NA,109,71,60,21,11
"2014/4/24","Busan","Coastal",NA,103,57,70,24,10
"2014/4/25","Busan","Coastal",NA,65,61,69,20,10
"2014/4/26","Busan","Coastal",NA,62,51,63,23,9
"2014/4/27","Busan","Coastal",NA,62,51,44,20,9
"2014/4/28","Busan","Coastal",NA,62,45,32,14,8
"2014/4/29","Busan","Coastal",NA,28,42,30,24,8
"2014/4/30","Busan","Coastal",NA,33,37,31,28,8
"2014/5/1","Busan","Coastal",NA,46,54,34,16,6
"2014/5/2","Busan","Coastal",NA,55,74,43,16,11
"2014/5/3","Busan","Coastal",NA,69,61,28,12,10
"2014/5/4","Busan","Coastal",NA,65,48,39,18,8
"2014/5/5","Busan","Coastal",NA,47,55,22,10,7
"2014/5/6","Busan","Coastal",NA,50,62,27,11,8
"2014/5/7","Busan","Coastal",NA,51,68,36,18,9
"2014/5/8","Busan","Coastal",NA,95,57,41,18,8
"2014/5/9","Busan","Coastal",NA,56,75,35,17,9
"2014/5/10","Busan","Coastal",NA,52,55,31,26,8
"2014/5/11","Busan","Coastal",NA,40,63,28,19,10
"2014/5/12","Busan","Coastal",NA,48,61,36,18,10
"2014/5/13","Busan","Coastal",NA,49,82,49,23,11
"2014/5/14","Busan","Coastal",NA,70,72,63,24,13
"2014/5/15","Busan","Coastal",NA,76,64,42,14,11
"2014/5/16","Busan","Coastal",NA,72,70,50,18,12
"2014/5/17","Busan","Coastal",NA,63,63,57,32,13
"2014/5/18","Busan","Coastal",NA,73,65,49,25,12
"2014/5/19","Busan","Coastal",NA,77,78,65,39,13
"2014/5/20","Busan","Coastal",NA,81,51,57,30,11
"2014/5/21","Busan","Coastal",NA,69,82,39,16,12
"2014/5/22","Busan","Coastal",NA,69,83,49,30,14
"2014/5/23","Busan","Coastal",NA,76,50,53,15,9
"2014/5/24","Busan","Coastal",NA,53,81,58,22,13
"2014/5/25","Busan","Coastal",NA,80,45,35,15,9
"2014/5/26","Busan","Coastal",NA,62,59,49,11,11
"2014/5/27","Busan","Coastal",NA,82,88,50,19,14
"2014/5/28","Busan","Coastal",NA,107,75,51,13,13
"2014/5/29","Busan","Coastal",NA,131,98,75,22,16
"2014/5/30","Busan","Coastal",NA,113,80,72,22,17
"2014/5/31","Busan","Coastal",NA,113,91,66,28,16
"2014/6/1","Busan","Coastal",NA,94,94,53,24,15
"2014/6/2","Busan","Coastal",NA,98,46,50,26,13
"2014/6/3","Busan","Coastal",NA,86,48,32,15,11
"2014/6/4","Busan","Coastal",NA,94,46,20,13,9
"2014/6/5","Busan","Coastal",NA,46,43,21,9,10
"2014/6/6","Busan","Coastal",NA,47,60,26,13,10
"2014/6/7","Busan","Coastal",NA,260,46,26,23,12
"2014/6/8","Busan","Coastal",NA,298,42,19,12,10
"2014/6/9","Busan","Coastal",NA,57,37,21,18,8
"2014/6/10","Busan","Coastal",NA,60,30,40,19,9
"2014/6/11","Busan","Coastal",NA,49,29,41,12,7
"2014/6/12","Busan","Coastal",NA,41,29,56,10,10
"2014/6/13","Busan","Coastal",NA,51,75,71,13,11
"2014/6/14","Busan","Coastal",NA,66,75,76,16,12
"2014/6/15","Busan","Coastal",NA,76,75,59,16,8
"2014/6/16","Busan","Coastal",NA,59,74,55,17,8
"2014/6/17","Busan","Coastal",NA,62,54,62,27,8
"2014/6/18","Busan","Coastal",NA,74,54,41,19,5
"2014/6/19","Busan","Coastal",NA,174,69,45,15,6
"2014/6/20","Busan","Coastal",NA,116,47,40,24,5
"2014/6/21","Busan","Coastal",NA,95,32,32,11,5
"2014/6/22","Busan","Coastal",NA,69,33,26,14,4
"2014/6/23","Busan","Coastal",NA,61,39,37,18,7
"2014/6/24","Busan","Coastal",NA,77,66,44,18,6
"2014/6/25","Busan","Coastal",NA,85,65,51,27,8
"2014/6/26","Busan","Coastal",NA,75,43,45,23,6
"2014/6/27","Busan","Coastal",NA,75,44,38,17,6
"2014/6/28","Busan","Coastal",NA,53,72,40,15,7
"2014/6/29","Busan","Coastal",NA,62,65,39,14,5
"2014/6/30","Busan","Coastal",NA,57,55,40,21,7
"2014/7/1","Busan","Coastal",NA,74,85,47,27,7
"2014/1/2","Busan","Coastal",NA,88,26,71,19,10
"2014/1/3","Busan","Coastal",NA,79,20,96,17,11
"2014/1/4","Busan","Coastal",NA,65,27,59,18,9
"2014/1/5","Busan","Coastal",NA,63,31,36,11,7
"2014/1/6","Busan","Coastal",NA,36,34,67,21,10
"2014/1/7","Busan","Coastal",NA,66,32,76,28,14
"2014/1/8","Busan","Coastal",NA,74,28,42,16,9
"2014/1/9","Busan","Coastal",NA,62,37,18,15,5
"2014/1/10","Busan","Coastal",NA,44,29,21,12,6
"2014/1/11","Busan","Coastal",NA,49,27,33,16,8
"2014/1/12","Busan","Coastal",NA,68,36,35,20,10
"2014/1/13","Busan","Coastal",NA,81,27,34,13,7
"2014/1/14","Busan","Coastal",NA,62,27,37,11,8
"2014/1/15","Busan","Coastal",NA,46,28,31,14,7
"2014/1/16","Busan","Coastal",NA,55,22,45,14,12
"2014/1/17","Busan","Coastal",NA,63,35,44,26,11
"2014/1/18","Busan","Coastal",NA,95,31,41,19,9
"2014/1/19","Busan","Coastal",NA,77,29,29,12,6
"2014/1/20","Busan","Coastal",NA,46,33,33,23,9
"2014/1/21","Busan","Coastal",NA,72,31,19,17,7
"2014/1/22","Busan","Coastal",NA,62,31,27,16,9
"2014/1/23","Busan","Coastal",NA,78,27,45,17,8
"2014/1/24","Busan","Coastal",NA,56,33,38,17,15
"2014/1/25","Busan","Coastal",NA,62,35,36,14,12
"2014/1/26","Busan","Coastal",NA,53,35,26,11,9
"2014/1/27","Busan","Coastal",NA,51,32,36,16,15
"2014/1/28","Busan","Coastal",NA,56,45,38,16,14
"2014/1/29","Busan","Coastal",NA,56,34,50,15,13
"2014/1/30","Busan","Coastal",NA,61,44,29,18,12
"2014/1/31","Busan","Coastal",NA,54,40,34,12,11
"2014/2/1","Busan","Coastal",NA,50,46,46,17,13
"2014/2/2","Busan","Coastal",NA,60,38,34,30,13
"2014/2/3","Busan","Coastal",NA,63,35,25,20,12
"2014/2/4","Busan","Coastal",NA,104,32,19,13,6
"2014/2/5","Busan","Coastal",NA,42,26,30,12,13
"2014/2/6","Busan","Coastal",NA,48,30,34,13,14
"2014/2/7","Busan","Coastal",NA,48,32,27,12,9
"2014/2/8","Busan","Coastal",NA,42,35,28,18,12
"2014/2/9","Busan","Coastal",NA,35,30,24,14,11
"2014/2/10","Busan","Coastal",NA,32,33,24,14,5
"2014/2/11","Busan","Coastal",NA,112,32,20,11,10
"2014/2/12","Busan","Coastal",NA,33,30,22,13,14
"2014/2/13","Busan","Coastal",NA,116,30,23,13,14
"2014/2/14","Busan","Coastal",NA,35,39,21,16,8
"2014/2/15","Busan","Coastal",NA,37,36,29,13,15
"2014/2/16","Busan","Coastal",NA,42,41,44,19,15
"2014/2/17","Busan","Coastal",NA,56,40,40,21,12
"2014/2/18","Busan","Coastal",NA,101,43,23,22,10
"2014/2/19","Busan","Coastal",NA,38,35,25,14,11
"2014/2/20","Busan","Coastal",NA,42,35,40,14,11
"2014/2/21","Busan","Coastal",NA,53,40,53,16,16
"2014/2/22","Busan","Coastal",NA,89,41,51,15,15
"2014/2/23","Busan","Coastal",NA,74,46,40,12,12
"2014/2/24","Busan","Coastal",NA,59,66,58,22,15
"2014/2/25","Busan","Coastal",NA,78,55,71,25,16
"2014/2/26","Busan","Coastal",NA,106,48,53,24,17
"2014/2/27","Busan","Coastal",NA,88,39,40,12,12
"2014/2/28","Busan","Coastal",NA,51,34,44,12,14
"2014/3/1","Busan","Coastal",NA,70,31,36,12,13
"2014/3/2","Busan","Coastal",NA,57,38,28,10,10
"2014/3/3","Busan","Coastal",NA,48,35,32,13,10
"2014/3/4","Busan","Coastal",NA,42,34,42,17,15
"2014/3/5","Busan","Coastal",NA,48,56,32,16,9
"2014/3/6","Busan","Coastal",NA,52,39,28,9,11
"2014/3/7","Busan","Coastal",NA,96,38,25,9,8
"2014/3/8","Busan","Coastal",NA,50,40,30,12,10
"2014/3/9","Busan","Coastal",NA,51,44,26,16,11
"2014/3/10","Busan","Coastal",NA,60,36,31,13,12
"2014/3/11","Busan","Coastal",NA,47,34,42,13,11
"2014/3/12","Busan","Coastal",NA,57,37,42,17,13
"2014/3/13","Busan","Coastal",NA,49,44,26,15,13
"2014/3/14","Busan","Coastal",NA,33,41,33,14,12
"2014/3/15","Busan","Coastal",NA,51,57,44,19,12
"2014/3/16","Busan","Coastal",NA,71,73,38,19,11
"2014/3/17","Busan","Coastal",NA,77,48,43,20,11
